Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
fire rated blanket,8,8,50,10,0.79,https://72hours.com/collections/fire-blanket,0,0,0.00,1,19900000,"[23,23,23,23,42,42,33,19,33,19,19,9]",2025-09-08,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",transactional,Organic
kaito voyager 500,53,53,50,21,0.24,https://72hours.com/collections/radio-and-communication,0,0,0.00,0.54,94,"[77,77,55,0,55,77,0,77,77,77,100,0]",2025-09-07,"Knowledge panel, Image pack, Video, People also ask, Related products, Related searches, Discussions and forums",informational,Organic
voyager radio,28,28,210,10,0.21,https://72hours.com/collections/radio-and-communication,0,0,0.00,1,43000000,"[28,35,35,66,53,66,53,82,53,35,43,53]",2025-09-11,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
emergency kit usa,48,48,40,57,0.70,https://72hours.com/,0,0,0.00,1,78900000,"[0,0,9,18,0,0,0,27,100,100,100,100]",2025-08-31,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums",commercial,Organic
survival packs,41,41,390,39,0.65,https://72hours.com/collections/deluxe-emergency-survival-kit,0,0,0.00,0.97,52400000,"[45,45,45,55,36,30,24,36,20,20,13,16]",2025-09-07,"Image pack, Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
fire blanket extinguisher,41,41,30,30,1.23,https://72hours.com/collections/fire-blanket,0,0,0.00,0.98,6740000,"[64,0,0,0,0,14,7,28,50,0,7,78]",2025-08-30,"Image pack, Sitelinks, Video, Image, Related searches",commercial,Organic
thermal reflective blanket,46,46,30,11,1.09,https://72hours.com/products/thermal-blanket,0,0,0.00,1,1350000,"[11,11,11,11,11,64,41,11,11,11,11,17]",2025-09-04,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
crusader radio,10,10,90,20,0.00,https://72hours.com/products/crusader-one-noaa-weather-band-emergency-radio,0,0,0.00,0,9480000,"[9,9,100,66,66,33,52,42,80,23,14,9]",2025-09-02,"Image pack, Sitelinks, Video, Related searches",navigational,Organic
crusader radio,42,42,90,20,0.00,https://72hours.com/products/crusader-one-noaa-weather-band-emergency-radio,0,0,0.00,0,9480000,"[9,9,100,66,66,33,52,42,80,23,14,9]",2025-09-02,"Image pack, Sitelinks, Video, Related searches",navigational,Image pack
earthquake detectors,74,74,50,57,0.26,https://72hours.com/products/earthquake-detector-quake-alarm,0,0,0.00,0.01,2230000,"[12,28,9,12,0,0,0,34,28,43,12,3]",2025-09-07,"Image pack, Video, People also ask, Related searches, See results about",informational,Organic
emergency survival kit,49,33,1900,69,0.78,https://72hours.com/collections/deluxe-emergency-survival-kit,0,0,0.00,0.77,50600000,"[44,66,36,44,80,52,52,44,52,66,52,52]",2025-10-09,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Things to know, Explore brands",commercial,Organic
72 oz of water,54,54,140,21,0.00,https://72hours.com/products/72hours-emergency-drinking-water-125ml,0,0,0.00,0.06,99,"[52,52,52,52,66,66,100,66,66,80,80,66]",2025-09-02,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
72 oz of water,85,85,140,21,0.00,https://72hours.com/products/72hours-emergency-drinking-water-125ml-case-of-96,0,0,0.00,0.06,99,"[52,52,52,52,66,66,100,66,66,80,80,66]",2025-09-02,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
freeze dried food mountain house,44,44,170,26,0.89,https://72hours.com/collections/mountain-house,0,0,0.00,1,2620000,"[11,14,26,32,17,21,21,5,4,4,5,39]",2025-09-08,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
car roadside emergency kit,48,48,170,30,0.47,https://72hours.com/collections/car-emergency-kit,0,0,0.00,1,9900000,"[12,9,15,15,44,100,44,9,19,6,15,4]",2025-08-17,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
essential packs,76,76,110,15,1.93,https://72hours.com/products/5-person-essential-kit,0,0,0.00,0.36,272000000,"[28,15,21,15,34,15,15,34,53,53,81,43]",2025-08-16,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
micromo jetboil,43,43,40,32,0.57,https://72hours.com/products/jetboil-micromo,0,0,0.00,1,95000,"[27,45,36,18,100,27,27,27,36,27,36,36]",2025-08-15,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related products, Related searches, Discussions and forums","navigational, transactional",Organic
carabiner cup mini,43,43,40,10,0.00,https://72hours.com/products/stainless-steel-mug-gift,0,0,0.00,0,2770000,"[20,40,100,100]",2025-09-03,"Image pack, Video, Image, Shopping ads, Popular products, Related searches",commercial,Organic
safety kit for car,64,64,210,41,0.58,https://72hours.com/collections/car-emergency-kit,0,0,0.00,1,407000000,"[24,24,36,55,3,3,8,10,2,3,1,20]",2025-08-22,"Image pack, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
potable toilet,49,49,590,34,2.28,https://72hours.com/products/portable-toilet,0,0,0.00,0.97,95500000,"[29,29,16,20,36,2,4,3,1,3,10,3]",2025-10-08,"Image pack, Sitelinks, Video, Image, Ads top, Ads bottom, Video Carousel, People also ask, Popular products, Related searches, Things to know, Explore brands, Ads middle",commercial,Organic
emergency road kits for cars,23,23,260,39,0.42,https://72hours.com/collections/car-emergency-kit,0,0,0.00,1,26200000,"[3,32,59,100,4,26,26,21,26,21,7,0]",2025-10-08,"Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
end of the world survival kit,96,96,170,19,0.46,https://72hours.com/collections/deluxe-emergency-survival-kit,0,0,0.00,1,98800000,"[18,18,18,23,18,28,54,28,23,18,18,35]",2025-09-01,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
72 survival pack,2,2,40,12,0.52,https://72hours.com/collections/deluxe-emergency-survival-kit,0,0,0.00,1,21000000,"[11,11,11,11,11,11,64,11,64,11,11,11]",2025-09-08,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
72 survival pack,63,63,40,12,0.52,https://72hours.com/collections/essential-emergency-survival-kit,0,0,0.00,1,21000000,"[11,11,11,11,11,11,64,11,64,11,11,11]",2025-09-08,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
water sos,10,10,50,16,1.37,https://72hours.com/products/s-o-s-emergency-drinking-water-by-the-case-96-packs,0,0,0.00,0.95,231000000,"[41,41,29,52,0,52,29,29,41,0,0,0]",2025-08-22,"Image pack, Sitelinks, Video, People also ask, Popular products, Related searches, AI overview",informational,Organic
water sos,32,32,50,16,1.37,https://72hours.com/products/s-o-s-emergency-drinking-water-125ml,0,0,0.00,0.95,231000000,"[41,41,29,52,0,52,29,29,41,0,0,0]",2025-08-22,"Image pack, Sitelinks, Video, People also ask, Popular products, Related searches, AI overview",informational,Organic
long lasting water,78,78,40,8,0.43,https://72hours.com/collections/water,0,0,0.00,1,4130000000,"[23,100,9,19,9,9,9,9,9,19,33,9]",2025-08-21,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",transactional,Organic
military meals ready to eat for sale,47,47,320,20,0.36,https://72hours.com/collections/mres,0,0,0.00,1,20300000,"[15,54,23,29,19,19,19,54,67,67,29,12]",2025-08-16,"Local pack, Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",transactional,Organic
self extinguishing candles,86,86,30,20,0.36,https://72hours.com/products/36-hour-candle-survival,0,0,0.00,0.56,100,"[22,22,22,33,44,44,55,100,11,11,44,0]",2025-08-31,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
evacuation pack,74,74,30,55,0.58,https://72hours.com/products/evacuation-emergency-kit,0,0,0.00,1,24000000,"[9,9,9,9,9,9,52,9,9,9,9,9]",2025-09-04,"Image pack, Sitelinks, Video, Shopping ads, Popular products, Related searches",commercial,Organic
mountain house freeze dried chicken,47,47,40,19,0.58,https://72hours.com/products/mountain-house-rice-and-chicken-pouch-one-serving,0,0,0.00,1,1400000,"[9,6,9,15,15,6,6,9,15,9,6,15]",2025-08-27,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",transactional,Organic
mountsin house,25,25,90,51,1.00,https://72hours.com/collections/mountain-house,0,0,0.00,0.78,2370000000,"[17,12,17,17,12,100,10,10,17,10,17,17]",2025-08-20,"Image pack, Sitelinks, Video, Image, Ads top, Ads bottom, Popular products, Related searches","commercial, navigational",Organic
backpack for emergency supplies,17,17,50,35,0.83,https://72hours.com/collections/deluxe-emergency-survival-kit,0,0,0.00,1,14800000,"[0,0,0,52,0,41,11,64,41,64,0,64]",2025-08-19,"Image pack, Image, Shopping ads, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
ready to eat meals military,52,52,90,17,0.72,https://72hours.com/collections/mres,0,0,0.00,1,19400000,"[42,42,53,42,34,34,42,34,42,34,19,26]",2025-08-30,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
mountain house freeze dried beef,71,71,30,22,0.51,https://72hours.com/collections/mountain-house,0,0,0.00,0.59,996000,"[7,7,7,7,7,7,7,7,7,7,7,42]",2025-09-04,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
sam tourniquet xt,81,81,210,7,0.59,https://72hours.com/products/tourniquet-sam-xt-sam-medical,0,0,0.00,1,42500,"[81,100,53,53,34,65,53,65,15,34,100,100]",2025-08-26,"Knowledge panel, Image pack, Video, Related searches, Discussions and forums",informational,Organic
dynamo flashlight,21,21,390,28,0.41,https://72hours.com/products/led-flashlight-dynamo-hand-crank,0,0,0.00,0.84,792000,"[7,8,11,16,13,11,13,13,13,16,20,13]",2025-09-06,"Knowledge panel, Sitelinks, Video, Image, People also ask, Popular products, Related searches",informational,Organic
mre meals ready to eat,49,49,320,21,4.39,https://72hours.com/collections/mres,0,0,0.00,1,911000,"[24,30,55,30,20,30,24,3,30,2,30,2]",2025-09-05,"Image pack, Video, Image, Related searches",commercial,Organic
mylar bags for sale,48,48,140,35,1.27,https://72hours.com/collections/mylar-bags,0,0,0.00,1,2370000,"[23,28,28,28,23,53,82,28,28,23,35,23]",2025-09-01,"Local pack, Image pack, Video, Image, People also ask, Popular products, Related searches",transactional,Organic
mountain house.,45,45,170,60,0.00,https://72hours.com/collections/mountain-house,0,0,0.00,0,3300000000,"[3,100,30,3,2,3,3,2,3,2,3,3]",2025-08-28,"Image pack, Sitelinks, Video, Image, Ads bottom, Popular products, Related searches, Ads middle","commercial, navigational",Organic
mountain house rice chicken,5,5,40,24,0.50,https://72hours.com/products/mountain-house-rice-and-chicken-pouch-one-serving,0,0,0.00,1,24100000,"[100,57,71,57,42,28,28,100,71,71,0,71]",2025-08-18,"Knowledge panel, Image pack, Video, Image, People also ask, Recipes, Related searches, Discussions and forums","informational, transactional",Organic
evacuation kit,5,5,720,72,0.75,https://72hours.com/products/evacuation-emergency-kit,0,0,0.00,1,42600000,"[10,100,100,7,7,100,7,4,5,10,5,5]",2025-10-02,"Image pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, Explore brands",informational,Explore brands
mountain house stroganoff,16,16,210,11,0.47,https://72hours.com/products/mountain-house-beef-stroganoff-with-noodles-pouch-two-serving,0,0,0.00,1,256000,"[66,100,43,43,43,35,53,43,53,66,53,66]",2025-08-22,"Image pack, Sitelinks, Video, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
best fire blankets for home,23,23,40,23,0.88,https://72hours.com/collections/fire-blanket,0,0,0.00,1,58600000,"[11,11,23,11,64,11,11,11,11,41,11,23]",2025-09-01,"Image pack, Sitelinks, Video, Image, Shopping ads, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
group kit,25,25,90,10,22.95,https://72hours.com/collections/group-emergency-kits-5,0,0,0.00,0.05,1700000000,"[23,28,28,28,17,35,28,23,12,17,17,23]",2025-08-26,"Image pack, Sitelinks, Video, People also ask, Related searches",navigational,Image pack
group kit,56,56,90,10,22.95,https://72hours.com/collections/group-emergency-kits-5,0,0,0.00,0.05,1700000000,"[23,28,28,28,17,35,28,23,12,17,17,23]",2025-08-26,"Image pack, Sitelinks, Video, People also ask, Related searches",navigational,Organic
gluten free emergency kit,33,33,30,7,0.78,https://72hours.com/collections/gluten-free-emergency-ration,0,0,0.00,1,1760000,"[11,11,11,64,11,11,11,11,11,11,11,11]",2025-09-06,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",transactional,Organic
tonyko fire blanket,25,25,40,20,0.88,https://72hours.com/collections/fire-blanket,0,0,0.00,1,57,"[23,19,14,33,23,52,9,9,9,9,9,9]",2025-08-29,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
what is 72 business hours,67,67,40,9,0.00,https://72hours.com/pages/request-pricing,0,0,0.00,0,693000000,"[18,18,18,100,18,100,18,18,18,18,18,18]",2025-09-11,"Sitelinks, Video, People also ask, FAQ, Related searches, AI overview",informational,Organic
automotive emergency kit,97,97,390,39,0.49,https://72hours.com/collections/car-emergency-kit,0,0,0.00,1,36500000,"[3,0,100,0,0,0,10,66,0,0,16,2]",2025-08-19,"Image pack, Video, Image, Shopping ads, People also ask, Popular products, Related searches, Discussions and forums, Explore brands",commercial,Organic
sos emergency food rations,16,16,40,15,1.06,https://72hours.com/products/3600-calorie-s-o-s-emergency-food-ration-case-of-20,0,0,0.00,1,98900,"[28,21,7,35,21,21,28,50,35,21,7,21]",2025-09-05,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
sos emergency food rations,34,34,40,15,1.06,https://72hours.com/collections/emergency-rations,0,0,0.00,1,98900,"[28,21,7,35,21,21,28,50,35,21,7,21]",2025-09-05,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
survival gear kits for sale,81,81,90,26,0.73,https://72hours.com/collections/deluxe-emergency-survival-kit,0,0,0.00,1,22200000,"[0,18,18,0,14,35,0,14,18,29,43,14]",2025-08-19,"Local pack, Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Explore brands",transactional,Organic
readywise 150 serving,75,75,70,32,0.84,https://72hours.com/collections/readywise-food-storage,0,0,0.00,1,22700,"[100,43,21,15,6,6,6,6,6,6,6,6]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related products, Related searches, Discussions and forums",informational,Organic
mountain house 10 cans,19,19,210,17,0.94,https://72hours.com/products/mountain-house-ground-beef-gf-10-can,0,0,0.00,1,13200000,"[29,23,23,29,23,15,23,23,23,23,29,36]",2025-09-04,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
mountain house yellow curry,12,12,50,14,0.42,https://72hours.com/products/mountain-house-yellow-curry-with-chicken-and-rice-pouch-two-serving,0,0,0.00,1,7790000,"[34,34,15,6,9,9,9,6,12,6,15,34]",2025-09-01,"Knowledge panel, Image pack, Sitelinks, Video, Recipes, Popular products, Related searches","informational, transactional",Organic
wind up light,28,28,70,23,0.31,https://72hours.com/products/led-flashlight-dynamo-hand-crank,0,0,0.00,0.91,1200000000,"[2,2,2,2,3,2,3,2,1,2,3,1]",2025-08-22,"Image pack, Sitelinks, Video, People also ask, Popular products, Related searches",commercial,Organic
star wars servial kit,70,70,480,13,0.00,https://72hours.com/collections/deluxe-emergency-survival-kit,0,0,0.00,0,3810000,"[100,0,0,0]",2025-10-02,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
survival set,45,45,50,31,0.45,https://72hours.com/collections/deluxe-emergency-survival-kit,0,0,0.00,1,450000000,"[11,11,11,64,64,64,11,11,11,11,11,11]",2025-08-15,"Image pack, Video, Image, Popular products, Related searches",transactional,Organic
large thermal blanket,5,5,30,8,0.60,https://72hours.com/products/thermal-blanket,0,0,0.00,1,8800000,"[28,28,28,28,42,42,71,28,42,28,28,28]",2025-09-04,"Image pack, Video, Image, Popular products, Related searches, Explore brands","informational, transactional",Organic
army food packet,58,58,140,31,0.55,https://72hours.com/collections/mres,0,0,0.00,1,42900000,"[65,65,53,100,34,43,0,65,0,0,0,100]",2025-09-09,"Image pack, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
emergency candle holder,70,70,50,20,0.00,https://72hours.com/products/36-hour-candle-survival,0,0,0.00,1,71,"[10,10,18,10,18,14,18,10,8,4,4,4]",2025-08-25,"Image pack, Sitelinks, Video, Image, Popular products, Related searches","commercial, informational",Organic
mountain house mres,21,21,140,19,0.56,https://72hours.com/collections/mountain-house,0,0,0.00,1,89900,"[65,43,53,34,100,53,43,21,9,28,21,15]",2025-08-27,"Image pack, Sitelinks, Video, People also ask, Popular products, Related searches, Discussions and forums, Explore brands",commercial,Organic
freeze-dried fruit,56,56,590,23,0.69,https://72hours.com/collections/freeze-dried-fruits,0,0,0.00,1,92100000,"[34,55,100,0,30,1,3,2,1,2,2,20]",2025-09-01,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, AI overview",commercial,Organic
emergency kits for sale,15,15,260,49,0.73,https://72hours.com/collections/emergency-kit,0,0,0.00,1,38600000,"[43,43,66,81,81,100,81,22,14,43,35,29]",2025-08-26,"Local pack, Image pack, Image, Popular products, Related searches, Explore brands",transactional,Organic
car travel kit,90,90,90,35,0.41,https://72hours.com/collections/car-emergency-kit,0,0,0.00,0.99,474000000,"[42,26,34,19,42,53,34,19,26,26,26,26]",2025-08-27,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
auto roadside kit,33,33,170,26,0.39,https://72hours.com/collections/car-emergency-kit,0,0,0.00,1,23100000,"[23,28,23,23,44,66,28,28,23,18,23,18]",2025-08-26,"Image pack, Video, Image, Popular products, Related searches, Explore brands",transactional,Organic
mountain hoiuse,5,5,110,33,0.00,https://72hours.com/collections/mountain-house,0,0,0.00,0,2550000,"[0,0,0,0,0,0,0,0,0,100,0,0]",2025-09-10,"Local pack, Image pack, Sitelinks, Video, Ads bottom, Related searches, Things to know, Ads middle","commercial, navigational",Things to know
fire blaket,58,58,30,41,1.33,https://72hours.com/collections/fire-blanket,0,0,0.00,1,180000000,"[0,0,0,100,0,0,2,0,0,0,0,5]",2025-08-27,"Image pack, Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
where to buy fire blankets near me,52,52,40,42,0.58,https://72hours.com/collections/fire-blanket,0,0,0.00,1,54300000,"[7,2,2,2,12,12,2,2,2,2,2,2]",2025-09-02,"Local pack, Image pack, Video, Image, People also ask, Popular products, Related searches",transactional,Organic
fire blqnket,45,45,260,43,0.00,https://72hours.com/collections/fire-blanket,0,0,0.00,0,127000000,"[55,55,55,55,0,0,0,0,0,0,0,0]",2025-09-03,"Image pack, Sitelinks, Video, Image, Shopping ads, Popular products, Related searches",commercial,Organic
sos pack,73,73,40,14,0.00,https://72hours.com/products/s-o-s-emergency-drinking-water-by-the-case-96-packs,0,0,0.00,0.08,31300000,"[18,18,18,18,18,18,18,18,100,18,100,100]",2025-08-20,"Image pack, Video, Image, Popular products, Related searches, Explore brands",informational,Organic
family lifestraw,62,62,170,34,0.78,https://72hours.com/products/lifestraw-family-1-0,0,0,0.00,1,330000,"[35,35,53,66,43,35,12,66,66,66,35,66]",2025-09-09,"Image pack, Video, Image, People also ask, Popular products, Related searches, AI overview","informational, transactional",Organic
mountain house diced chicken,46,46,30,14,0.40,https://72hours.com/products/mountain-house-diced-beef-gf-10-can,0,0,0.00,1,2510000,"[5,7,28,7,12,5,5,5,5,5,5,5]",2025-08-28,"Knowledge panel, Image pack, Sitelinks, Video, Popular products, Related searches, Discussions and forums","informational, transactional",Image pack
100 hour candles,32,32,260,13,0.40,https://72hours.com/products/36-hour-candle-survival,0,0,0.00,1,33500000,"[44,36,29,36,19,100,29,66,29,36,0,19]",2025-08-30,"Image pack, Video, Image, Popular products, Related searches",commercial,Organic
emergency kits for car,46,46,70,42,0.49,https://72hours.com/collections/car-emergency-kit,0,0,0.00,1,37100000,"[14,0,2,0,4,8,6,22,43,14,43,10]",2025-09-10,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, Explore brands, AI overview",commercial,Explore brands
lifestraw peak gravity water filter system 3 liters,57,57,50,28,0.00,https://72hours.com/products/lifestraw-peak-series-gravity-filter-system-3l,0,0,0.00,1,7340,"[11,11,82,100,11,11,11,41,11,11,11,11]",2025-08-24,"Knowledge panel, Image pack, Video, Image, People also ask, Related searches","informational, transactional",Organic
portable toilet buy,39,39,40,20,1.18,https://72hours.com/products/portable-toilet,0,0,0.00,1,83300000,"[36,0,0,0,45,0,81,36,100,63,36,36]",2025-08-31,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",transactional,Organic
50x80 blanket,32,32,40,12,0.54,https://72hours.com/products/wool-blanket-50-wool-51-x-80-2lbs-gray-color,0,0,0.00,1,57,"[18,18,18,18,100,100,18,18,18,18,18,18]",2025-08-28,"Image pack, Video, Image, Popular products",informational,Organic
ready wise,12,12,1000,38,1.14,https://72hours.com/collections/readywise-food-storage,0,0,0.00,1,545000000,"[34,44,55,24,20,24,30,30,34,34,55,30]",2025-09-22,"Image pack, Sitelinks, Video, Ads bottom, People also ask, Related searches, Ads middle",navigational,Organic
red essential,84,84,210,18,0.00,https://72hours.com/products/red-basic-backpack,0,0,0.00,0.45,1810000000,"[43,23,66,28,82,100,100,35,100,17,66,66]",2025-08-23,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
mtn house meals,28,28,90,16,0.58,https://72hours.com/collections/mountain-house,0,0,0.00,1,703000000,"[15,26,0,100,80,42,100,0,0,0,0,7]",2025-08-19,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
m r e meals,16,16,210,39,0.00,https://72hours.com/collections/mres,0,0,0.00,0,17100000,"[24,30,16,24,8,24,24,16,8,1,0,3]",2025-09-06,"Image pack, Video, Image, Related searches, AI overview","commercial, informational",Organic
stove fire blanket,32,32,30,11,0.76,https://72hours.com/collections/fire-blanket,0,0,0.00,1,7740000,"[100,18,18,18,18,100,18,18,18,18,18,18]",2025-08-27,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
72 hour kit food,16,16,70,28,1.24,https://72hours.com/collections/emergency-kit,0,0,0.00,1,62000000,"[33,42,52,33,19,14,52,42,33,33,23,19]",2025-08-21,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
72 hour kit food,81,81,70,28,1.24,https://72hours.com/collections/essential-emergency-survival-kit,0,0,0.00,1,62000000,"[33,42,52,33,19,14,52,42,33,33,23,19]",2025-08-21,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
doomsday emergency kit,93,93,90,44,0.43,https://72hours.com/collections/emergency-kit,0,0,0.00,1,525000,"[29,18,18,14,14,29,18,18,14,14,29,29]",2025-08-26,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums, Explore brands",commercial,Organic
mountain house freeze-dried food,39,39,40,24,0.00,https://72hours.com/collections/mountain-house,0,0,0.00,0,6060000,"[57,71,42,100,42,42,71,42,71,42,57,42]",2025-08-19,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",transactional,Organic
emergency roadside kits,50,50,140,32,0.53,https://72hours.com/collections/car-emergency-kit,0,0,0.00,1,816,"[0,0,2,0,0,1,2,34,2,1,1,1]",2025-09-11,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, AI overview",commercial,Organic
emergency home survival kit,37,37,590,61,0.53,https://72hours.com/collections/deluxe-emergency-survival-kit,0,0,0.00,1,16200000,"[0,0,7,4,1,7,0,100,3,2,2,7]",2025-09-09,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums, Explore brands",commercial,Organic
meal ready to eat mre,56,56,140,20,4.39,https://72hours.com/collections/mres,0,0,0.00,1,1230000,"[28,12,43,0,100,82,66,28,17,17,2,2]",2025-09-04,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
xmre for sale,24,24,70,15,0.78,https://72hours.com/products/copy-of-xmre-12-meals-ready-to-eat-case-with-flameless-heaters,0,0,0.00,1,30400,"[22,100,4,6,4,4,4,4,4,4,4,4]",2025-09-09,"Knowledge panel, Sitelinks, Video, Popular products, Related searches",transactional,Organic
moutin house,24,24,110,55,0.00,https://72hours.com/collections/mountain-house,0,0,0.00,0,1030000000,"[0,0,100,1,0,1,0,0,0,0,0,0]",2025-08-26,"Image pack, Sitelinks, Video, Image, Popular products, Related searches","commercial, navigational",Organic
gamma seal lid gasket,90,90,30,2,0.98,https://72hours.com/products/gamma-seal-lid-5-0-blue,0,0,0.00,1,86900,"[18,18,18,100,18,18,18,18,18,18,18,18]",2025-08-27,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
mountain house dried food,55,55,260,17,0.58,https://72hours.com/collections/mountain-house,0,0,0.00,0.89,20700000,"[43,66,43,43,53,53,82,53,53,100,100,53]",2025-10-07,"Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Explore brands","informational, transactional",Organic
covered clipboard,2,2,90,5,1.88,https://72hours.com/products/clipboard-with-cover,0,0,0.00,1,83900000,"[26,34,42,26,26,19,34,26,34,34,42,19]",2025-09-09,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Image pack
covered clipboard,11,11,90,5,1.88,https://72hours.com/products/clipboard-with-cover,0,0,0.00,1,83900000,"[26,34,42,26,26,19,34,26,34,34,42,19]",2025-09-09,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
72 hours timer,65,65,50,19,0.00,https://72hours.com/,0,0,0.00,0.02,47000000,"[23,23,11,11,5,29,41,23,41,29,29,100]",2025-09-09,"Image pack, Sitelinks, Video, People also ask, Related searches","commercial, informational",Organic
fire protection blankets,28,28,30,9,1.23,https://72hours.com/collections/fire-blanket,0,0,0.00,1,34500000,"[21,14,0,14,7,28,35,21,28,35,7,14]",2025-08-31,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
where to buy fire blanket,33,33,260,28,0.91,https://72hours.com/collections/fire-blanket,0,0,0.00,1,68500000,"[36,29,29,44,81,81,23,15,15,15,10,10]",2025-08-23,"Local pack, Image pack, Video, Image, Popular products, Related searches",transactional,Organic
crank lamp,30,30,50,20,0.00,https://72hours.com/products/led-flashlight-dynamo-hand-crank,0,0,0.00,0.41,9970000,"[0,45,9,0,0,9,18,81,100,81,100,63]",2025-09-01,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
lifestraw go bottle water filter,92,92,90,29,0.56,https://72hours.com/products/lifestraw-go-water-filtration-bottle-1l,0,0,0.00,0.47,299000,"[12,15,15,15,15,21,21,21,9,15,43,100]",2025-08-28,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
mre star mres,25,25,260,8,0.73,https://72hours.com/collections/mres,0,0,0.00,0.73,48800,"[66,66,54,29,22,43,22,54,22,43,81,100]",2025-08-21,"Image pack, Sitelinks, Video, Popular products, Related searches",transactional,Organic
family survival pack,62,62,50,31,0.78,https://72hours.com/products/5-person-essential-kit,0,0,0.00,1,44900000,"[0,100,0,0,0,0,4,52,0,0,66,80]",2025-09-07,"Image pack, Video, Image, Video Carousel, Popular products, Related searches, Explore brands","informational, transactional",Organic
